Date,USDIDR,GDP,CPI,Birepo,USDIDRgrowth,Unemployment,GDP_lag1Q,CPI_lag1Q,Birepo_lag1Q,USDIDRgrowth_lag1Q,Unemployment_lag1Q,GDP_lag2Q,CPI_lag2Q,Birepo_lag2Q,USDIDRgrowth_lag2Q,Unemployment_lag2Q,GDP_lag3Q,CPI_lag3Q,Birepo_lag3Q,USDIDRgrowth_lag3Q,Unemployment_lag3Q,delta_GDP,delta_CPI,delta_Birepo,delta_USDIDRgrowth,delta_Unemployment,delta_GDP_lag1Q,delta_CPI_lag1Q,delta_Birepo_lag1Q,delta_USDIDRgrowth_lag1Q,delta_Unemployment_lag1Q,delta_GDP_lag2Q,delta_CPI_lag2Q,delta_Birepo_lag2Q,delta_USDIDRgrowth_lag2Q,delta_Unemployment_lag2Q,delta_GDP_lag3Q,delta_CPI_lag3Q,delta_Birepo_lag3Q,delta_USDIDRgrowth_lag3Q,delta_Unemployment_lag3Q,Birepo_lag4Q,Birepo_lag3Q v2
2/29/2024,14487,4.86,3.545454545,5.803571429,-0.050032787,5.3,4.92,3.7,5.857142857,-0.050512755,5.6,4.73,4.354545455,5.839285714,0.017045072,5.6,4.81,5.154545455,5.821428571,0.032141278,5.6,-0.15,-1.924545455,0.053571429,-0.110386006,-0.183333333,-0.81,-1.72,0.607142857,-0.148196261,-0.133333333,-0.71,-0.335454545,2.089285714,-0.0232549,-1.47,-0.2,1.604545455,2.321428571,0.011272931,-1.47,5.75,5.75
3/31/2024,14595.625,4.92,3.463636364,5.607142857,-0.029969022,5.3,4.86,3.545454545,5.803571429,-0.050543851,5.6,4.92,3.7,5.857142857,-0.019087646,5.6,4.73,4.354545455,5.839285714,0.012950413,5.6,0.11,-1.690909091,-0.214285714,-0.077560441,-0.3,-0.15,-1.964545455,0.303571429,-0.142039328,-0.133333333,-0.81,-2.25,1.607142857,-0.082945677,-1.47,-0.28,0.004545455,2.339285714,-0.014842691,-1.47,5.821428571,5.821428571
4/30/2024,14487,4.92,3.463636364,5.607142857,-0.037188282,5.3,4.86,3.545454545,5.803571429,-0.033555704,5.3,4.92,3.7,5.857142857,-0.042355858,5.6,4.73,4.354545455,5.839285714,0.017662128,5.6,0.11,-1.690909091,-0.214285714,-0.076171541,-0.3,-0.15,-1.734545455,0.053571429,-0.07684635,-0.183333333,-0.81,-2.01,1.107142857,-0.143287535,-0.133333333,-0.71,-0.585454545,2.339285714,-0.007989535,-1.47,5.821428571,5.821428571
5/31/2024,14487,4.92,3.463636364,5.607142857,-0.037188282,5.3,4.86,3.545454545,5.803571429,-0.050032787,5.3,4.92,3.7,5.857142857,-0.050512755,5.6,4.73,4.354545455,5.839285714,0.017045072,5.6,0.11,-1.690909091,-0.214285714,-0.069329561,-0.3,-0.15,-1.924545455,0.053571429,-0.110386006,-0.183333333,-0.81,-1.72,0.607142857,-0.148196261,-0.133333333,-0.71,-0.335454545,2.089285714,-0.0232549,-1.47,5.821428571,5.821428571
6/30/2024,14551.86667,5.03,3.427272727,5.357142857,-0.036044868,5.3,4.92,3.463636364,5.607142857,-0.029969022,5.3,4.86,3.545454545,5.803571429,-0.050543851,5.6,4.92,3.7,5.857142857,-0.019087646,5.6,0.3,-0.927272727,-0.482142857,-0.048995281,-0.3,0.11,-1.690909091,-0.214285714,-0.077560441,-0.3,-0.15,-1.964545455,0.303571429,-0.142039328,-0.133333333,-0.81,-2.25,1.607142857,-0.082945677,-1.47,5.839285714,5.839285714
7/31/2024,14551.86667,5.03,3.427272727,5.357142857,-0.036044868,5.3,4.92,3.463636364,5.607142857,-0.037188282,5.3,4.86,3.545454545,5.803571429,-0.033555704,5.3,4.92,3.7,5.857142857,-0.042355858,5.6,0.3,-0.927272727,-0.482142857,-0.053706996,-0.3,0.11,-1.690909091,-0.214285714,-0.076171541,-0.3,-0.15,-1.734545455,0.053571429,-0.07684635,-0.183333333,-0.81,-2.01,1.107142857,-0.143287535,-0.133333333,5.839285714,5.839285714
8/31/2024,14551.86667,5.03,3.427272727,5.357142857,-0.036044868,5.3,4.92,3.463636364,5.607142857,-0.037188282,5.3,4.86,3.545454545,5.803571429,-0.050032787,5.3,4.92,3.7,5.857142857,-0.050512755,5.6,0.3,-0.927272727,-0.482142857,-0.05308994,-0.3,0.11,-1.690909091,-0.214285714,-0.069329561,-0.3,-0.15,-1.924545455,0.053571429,-0.110386006,-0.183333333,-0.81,-1.72,0.607142857,-0.148196261,-0.133333333,5.839285714,5.839285714
9/30/2024,14551.86667,5.066666667,3.211111111,5.125,-0.025805588,5.3,5.03,3.427272727,5.357142857,-0.036044868,5.3,4.92,3.463636364,5.607142857,-0.029969022,5.3,4.86,3.545454545,5.803571429,-0.050543851,5.6,0.146666667,-0.488888889,-0.732142857,-0.006717942,-0.3,0.3,-0.927272727,-0.482142857,-0.048995281,-0.3,0.11,-1.690909091,-0.214285714,-0.077560441,-0.3,-0.15,-1.964545455,0.303571429,-0.142039328,-0.133333333,5.857142857,5.857142857
10/31/2024,14551.86667,5.066666667,3.211111111,5.125,-0.025805588,5.3,5.03,3.427272727,5.357142857,-0.036044868,5.3,4.92,3.463636364,5.607142857,-0.037188282,5.3,4.86,3.545454545,5.803571429,-0.033555704,5.3,0.146666667,-0.488888889,-0.732142857,0.01655027,-0.3,0.3,-0.927272727,-0.482142857,-0.053706996,-0.3,0.11,-1.690909091,-0.214285714,-0.076171541,-0.3,-0.15,-1.734545455,0.053571429,-0.07684635,-0.183333333,5.857142857,5.857142857
11/30/2024,14551.86667,5.066666667,3.211111111,5.125,-0.025805588,5.3,5.03,3.427272727,5.357142857,-0.036044868,5.3,4.92,3.463636364,5.607142857,-0.037188282,5.3,4.86,3.545454545,5.803571429,-0.050032787,5.3,0.146666667,-0.488888889,-0.732142857,0.024707168,-0.3,0.3,-0.927272727,-0.482142857,-0.05308994,-0.3,0.11,-1.690909091,-0.214285714,-0.069329561,-0.3,-0.15,-1.924545455,0.053571429,-0.110386006,-0.183333333,5.857142857,5.857142857
12/31/2024,14637.7,5.5,3.2,4.964285714,-0.009703812,5.3,5.066666667,3.211111111,5.125,-0.025805588,5.3,5.03,3.427272727,5.357142857,-0.036044868,5.3,4.92,3.463636364,5.607142857,-0.029969022,5.3,0.64,-0.345454545,-0.839285714,0.040840039,-0.3,0.146666667,-0.488888889,-0.732142857,-0.006717942,-0.3,0.3,-0.927272727,-0.482142857,-0.048995281,-0.3,0.11,-1.690909091,-0.214285714,-0.077560441,-0.3,5.803571429,5.803571429
1/31/2025,14637.7,5.5,3.2,4.964285714,0.01040243,5.2,5.066666667,3.211111111,5.125,-0.025805588,5.3,5.03,3.427272727,5.357142857,-0.036044868,5.3,4.92,3.463636364,5.607142857,-0.037188282,5.3,0.64,-0.345454545,-0.839285714,0.043958134,-0.1,0.146666667,-0.488888889,-0.732142857,0.01655027,-0.3,0.3,-0.927272727,-0.482142857,-0.053706996,-0.3,0.11,-1.690909091,-0.214285714,-0.076171541,-0.3,5.803571429,5.803571429
2/28/2025,14637.7,5.5,3.2,4.964285714,0.01040243,5.2,5.066666667,3.211111111,5.125,-0.025805588,5.3,5.03,3.427272727,5.357142857,-0.036044868,5.3,4.92,3.463636364,5.607142857,-0.037188282,5.3,0.64,-0.345454545,-0.839285714,0.060435217,-0.1,0.146666667,-0.488888889,-0.732142857,0.024707168,-0.3,0.3,-0.927272727,-0.482142857,-0.05308994,-0.3,0.11,-1.690909091,-0.214285714,-0.069329561,-0.3,5.803571429,5.803571429
3/31/2025,14637.7,5.5,3.2,4.772727273,0.002882713,5.2,5.5,3.2,4.964285714,-0.009703812,5.3,5.066666667,3.211111111,5.125,-0.025805588,5.3,5.03,3.427272727,5.357142857,-0.036044868,5.3,0.58,-0.263636364,-0.834415584,0.032851735,-0.1,0.64,-0.345454545,-0.839285714,0.040840039,-0.3,0.146666667,-0.488888889,-0.732142857,-0.006717942,-0.3,0.3,-0.927272727,-0.482142857,-0.048995281,-0.3,5.607142857,5.607142857
4/30/2025,14637.7,5.5,3.2,4.772727273,0.01040243,5.2,5.5,3.2,4.964285714,0.01040243,5.2,5.066666667,3.211111111,5.125,-0.025805588,5.3,5.03,3.427272727,5.357142857,-0.036044868,5.3,0.58,-0.263636364,-0.834415584,0.047590712,-0.1,0.64,-0.345454545,-0.839285714,0.043958134,-0.1,0.146666667,-0.488888889,-0.732142857,0.01655027,-0.3,0.3,-0.927272727,-0.482142857,-0.053706996,-0.3,5.607142857,5.607142857
5/31/2025,14637.7,5.5,3.2,4.772727273,0.01040243,5.2,5.5,3.2,4.964285714,0.01040243,5.2,5.066666667,3.211111111,5.125,-0.025805588,5.3,5.03,3.427272727,5.357142857,-0.036044868,5.3,0.58,-0.263636364,-0.834415584,0.047590712,-0.1,0.64,-0.345454545,-0.839285714,0.060435217,-0.1,0.146666667,-0.488888889,-0.732142857,0.024707168,-0.3,0.3,-0.927272727,-0.482142857,-0.05308994,-0.3,5.607142857,5.607142857
6/30/2025,14637.7,5.5,3.2,4.704545455,0.005898441,5.2,5.5,3.2,4.772727273,0.002882713,5.2,5.5,3.2,4.964285714,-0.009703812,5.3,5.066666667,3.211111111,5.125,-0.025805588,5.3,0.47,-0.227272727,-0.652597403,0.04194331,-0.1,0.58,-0.263636364,-0.834415584,0.032851735,-0.1,0.64,-0.345454545,-0.839285714,0.040840039,-0.3,0.146666667,-0.488888889,-0.732142857,-0.006717942,-0.3,5.357142857,5.357142857
7/31/2025,14637.7,5.5,3.2,4.704545455,0.005898441,5.2,5.5,3.2,4.772727273,0.01040243,5.2,5.5,3.2,4.964285714,0.01040243,5.2,5.066666667,3.211111111,5.125,-0.025805588,5.3,0.47,-0.227272727,-0.652597403,0.04194331,-0.1,0.58,-0.263636364,-0.834415584,0.047590712,-0.1,0.64,-0.345454545,-0.839285714,0.043958134,-0.1,0.146666667,-0.488888889,-0.732142857,0.01655027,-0.3,5.357142857,5.357142857
8/31/2025,14637.7,5.5,3.2,4.704545455,0.005898441,5.2,5.5,3.2,4.772727273,0.01040243,5.2,5.5,3.2,4.964285714,0.01040243,5.2,5.066666667,3.211111111,5.125,-0.025805588,5.3,0.47,-0.227272727,-0.652597403,0.04194331,-0.1,0.58,-0.263636364,-0.834415584,0.047590712,-0.1,0.64,-0.345454545,-0.839285714,0.060435217,-0.1,0.146666667,-0.488888889,-0.732142857,0.024707168,-0.3,5.357142857,5.357142857
9/30/2025,14637.7,5.5,3.2,4.704545455,0.005898441,5.2,5.5,3.2,4.704545455,0.005898441,5.2,5.5,3.2,4.772727273,0.002882713,5.2,5.5,3.2,4.964285714,-0.009703812,5.3,0.433333333,-0.011111111,-0.420454545,0.031704029,-0.1,0.47,-0.227272727,-0.652597403,0.04194331,-0.1,0.58,-0.263636364,-0.834415584,0.032851735,-0.1,0.64,-0.345454545,-0.839285714,0.040840039,-0.3,5.125,5.125
10/31/2025,14637.7,5.5,3.2,4.704545455,0.005898441,5.2,5.5,3.2,4.704545455,0.005898441,5.2,5.5,3.2,4.772727273,0.01040243,5.2,5.5,3.2,4.964285714,0.01040243,5.2,0.433333333,-0.011111111,-0.420454545,0.031704029,-0.1,0.47,-0.227272727,-0.652597403,0.04194331,-0.1,0.58,-0.263636364,-0.834415584,0.047590712,-0.1,0.64,-0.345454545,-0.839285714,0.043958134,-0.1,5.125,5.125
11/30/2025,14637.7,5.5,3.2,4.704545455,0.005898441,5.2,5.5,3.2,4.704545455,0.005898441,5.2,5.5,3.2,4.772727273,0.01040243,5.2,5.5,3.2,4.964285714,0.01040243,5.2,0.433333333,-0.011111111,-0.420454545,0.031704029,-0.1,0.47,-0.227272727,-0.652597403,0.04194331,-0.1,0.58,-0.263636364,-0.834415584,0.047590712,-0.1,0.64,-0.345454545,-0.839285714,0.060435217,-0.1,5.125,5.125
12/31/2025,14637.7,5.5,3.2,4.704545455,0,5.2,5.5,3.2,4.704545455,0.005898441,5.2,5.5,3.2,4.704545455,0.005898441,5.2,5.5,3.2,4.772727273,0.002882713,5.2,0,0,-0.25974026,0.009703812,-0.1,0.433333333,-0.011111111,-0.420454545,0.031704029,-0.1,0.47,-0.227272727,-0.652597403,0.04194331,-0.1,0.58,-0.263636364,-0.834415584,0.032851735,-0.1,4.964285714,4.964285714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
